user_id,event_name,event_time,treatment
u100611,first_deposit,2025-06-17T00:00:00,1
u100612,signup,2025-04-18T00:00:00,1
u100612,activate,2025-04-20T00:00:00,1
u100613,signup,2025-01-01T00:00:00,0
u100613,activate,2025-01-02T00:00:00,0
u100613,first_deposit,2025-03-26T00:00:00,0
u100614,signup,2025-02-28T00:00:00,1
u100614,activate,2025-03-04T00:00:00,1
u100615,signup,2025-04-01T00:00:00,1
u100615,first_deposit,2025-04-08T00:00:00,1
u100616,signup,2025-02-14T00:00:00,0
u100616,activate,2025-02-19T00:00:00,0
u100617,signup,2025-04-21T00:00:00,1
u100617,activate,2025-04-29T00:00:00,1
u100618,signup,2025-03-12T00:00:00,1
u100618,activate,2025-03-13T00:00:00,1
u100619,signup,2025-02-17T00:00:00,1
u100620,signup,2025-02-14T00:00:00,1
u100620,activate,2025-02-23T00:00:00,1
u100620,first_deposit,2025-03-25T00:00:00,1
u100621,signup,2025-01-11T00:00:00,0
u100621,first_deposit,2025-03-06T00:00:00,0
u100622,signup,2025-02-23T00:00:00,1
u100623,signup,2025-01-29T00:00:00,1
u100623,activate,2025-02-07T00:00:00,1
u100623,first_deposit,2025-04-01T00:00:00,1
u100624,signup,2025-02-21T00:00:00,0
u100624,activate,2025-02-28T00:00:00,0
u100624,first_deposit,2025-02-26T00:00:00,0
u100625,signup,2025-04-11T00:00:00,0
u100625,activate,2025-04-14T00:00:00,0
u100626,signup,2025-01-03T00:00:00,1
u100626,activate,2025-01-05T00:00:00,1
u100626,first_deposit,2025-02-08T00:00:00,1
u100627,signup,2025-01-12T00:00:00,1
u100628,signup,2025-03-11T00:00:00,1
u100629,signup,2025-03-07T00:00:00,1
u100629,activate,2025-03-11T00:00:00,1
u100630,signup,2025-01-27T00:00:00,1
u100630,activate,2025-01-28T00:00:00,1
u100631,signup,2025-02-24T00:00:00,1
u100631,activate,2025-03-08T00:00:00,1
u100632,signup,2025-02-24T00:00:00,1
u100633,signup,2025-01-14T00:00:00,0
u100633,activate,2025-01-22T00:00:00,0
u100633,first_deposit,2025-03-18T00:00:00,0
u100634,signup,2025-04-27T00:00:00,1
u100634,activate,2025-05-07T00:00:00,1
u100635,signup,2025-02-14T00:00:00,1
u100635,activate,2025-02-18T00:00:00,1
u100635,first_deposit,2025-04-07T00:00:00,1
u100636,signup,2025-04-08T00:00:00,0
u100636,activate,2025-04-13T00:00:00,0
u100636,first_deposit,2025-04-20T00:00:00,0
u100637,signup,2025-04-12T00:00:00,0
u100637,activate,2025-04-14T00:00:00,0
u100638,signup,2025-01-10T00:00:00,0
u100638,activate,2025-01-17T00:00:00,0
u100639,signup,2025-01-30T00:00:00,1
u100639,activate,2025-02-10T00:00:00,1
u100640,signup,2025-04-02T00:00:00,0
u100640,first_deposit,2025-06-14T00:00:00,0
u100641,signup,2025-03-14T00:00:00,1
u100641,activate,2025-03-14T00:00:00,1
u100641,first_deposit,2025-05-28T00:00:00,1
u100642,signup,2025-02-02T00:00:00,1
u100642,activate,2025-02-04T00:00:00,1
u100642,first_deposit,2025-03-16T00:00:00,1
u100643,signup,2025-02-03T00:00:00,1
u100644,signup,2025-04-22T00:00:00,1
u100644,activate,2025-04-30T00:00:00,1
u100645,signup,2025-01-17T00:00:00,1
u100645,activate,2025-01-30T00:00:00,1
u100646,signup,2025-03-29T00:00:00,1
u100646,activate,2025-04-03T00:00:00,1
u100647,signup,2025-02-11T00:00:00,0
u100647,activate,2025-02-18T00:00:00,0
u100648,signup,2025-03-17T00:00:00,1
u100648,activate,2025-03-25T00:00:00,1
u100648,first_deposit,2025-05-13T00:00:00,1
u100649,signup,2025-01-26T00:00:00,0
u100649,activate,2025-01-26T00:00:00,0
u100650,signup,2025-02-12T00:00:00,0
u100650,activate,2025-02-20T00:00:00,0
u100650,first_deposit,2025-04-12T00:00:00,0
u100651,signup,2025-04-30T00:00:00,0
u100652,signup,2025-01-02T00:00:00,0
u100652,first_deposit,2025-02-14T00:00:00,0
u100653,signup,2025-01-16T00:00:00,0
u100654,signup,2025-01-24T00:00:00,1
u100654,first_deposit,2025-02-05T00:00:00,1
u100655,signup,2025-04-30T00:00:00,0
u100656,signup,2025-04-14T00:00:00,0
u100656,activate,2025-04-24T00:00:00,0
u100657,signup,2025-02-26T00:00:00,0
u100657,activate,2025-03-02T00:00:00,0
u100658,signup,2025-01-12T00:00:00,0
u100658,activate,2025-01-18T00:00:00,0
u100659,signup,2025-03-16T00:00:00,0
u100659,activate,2025-03-23T00:00:00,0
u100659,first_deposit,2025-04-25T00:00:00,0
u100660,signup,2025-03-03T00:00:00,0
u100660,activate,2025-03-16T00:00:00,0
u100661,signup,2025-04-01T00:00:00,1
u100661,activate,2025-04-04T00:00:00,1
u100662,signup,2025-02-22T00:00:00,0
u100662,activate,2025-02-22T00:00:00,0
u100663,signup,2025-04-09T00:00:00,1
u100664,signup,2025-01-01T00:00:00,1
u100664,activate,2025-01-12T00:00:00,1
u100665,signup,2025-01-06T00:00:00,1
u100665,activate,2025-01-19T00:00:00,1
u100666,signup,2025-01-20T00:00:00,0
u100666,activate,2025-01-22T00:00:00,0
u100667,signup,2025-01-24T00:00:00,0
u100667,activate,2025-01-24T00:00:00,0
u100668,signup,2025-02-21T00:00:00,0
u100669,signup,2025-02-14T00:00:00,0
u100669,first_deposit,2025-04-25T00:00:00,0
u100670,signup,2025-04-18T00:00:00,0
u100670,activate,2025-05-01T00:00:00,0
u100671,signup,2025-04-20T00:00:00,0
u100671,activate,2025-04-21T00:00:00,0
u100671,first_deposit,2025-07-17T00:00:00,0
u100672,signup,2025-01-27T00:00:00,0
u100672,activate,2025-02-09T00:00:00,0
u100673,signup,2025-03-05T00:00:00,1
u100674,signup,2025-02-26T00:00:00,0
u100674,activate,2025-02-27T00:00:00,0
u100675,signup,2025-01-30T00:00:00,1
u100675,activate,2025-02-10T00:00:00,1
u100675,first_deposit,2025-03-26T00:00:00,1
u100676,signup,2025-04-15T00:00:00,0
u100676,activate,2025-04-28T00:00:00,0
u100677,signup,2025-04-30T00:00:00,1
u100678,signup,2025-01-21T00:00:00,0
u100679,signup,2025-02-17T00:00:00,1
u100680,signup,2025-01-02T00:00:00,0
u100681,signup,2025-03-01T00:00:00,1
u100682,signup,2025-02-27T00:00:00,0
u100682,activate,2025-03-01T00:00:00,0
u100682,first_deposit,2025-04-22T00:00:00,0
u100683,signup,2025-02-07T00:00:00,0
u100684,signup,2025-03-14T00:00:00,0
u100684,activate,2025-03-22T00:00:00,0
u100684,first_deposit,2025-04-10T00:00:00,0
u100685,signup,2025-02-22T00:00:00,1
u100686,signup,2025-04-03T00:00:00,1
u100686,first_deposit,2025-04-19T00:00:00,1
u100687,signup,2025-02-03T00:00:00,1
u100687,activate,2025-02-13T00:00:00,1
u100688,signup,2025-03-07T00:00:00,1
u100688,activate,2025-03-14T00:00:00,1
u100689,signup,2025-03-14T00:00:00,0
u100689,activate,2025-03-17T00:00:00,0
u100690,signup,2025-01-23T00:00:00,0
u100691,signup,2025-04-12T00:00:00,1
u100692,signup,2025-01-03T00:00:00,1
u100692,activate,2025-01-14T00:00:00,1
u100693,signup,2025-03-12T00:00:00,1
u100693,activate,2025-03-20T00:00:00,1
u100694,signup,2025-03-03T00:00:00,1
u100695,signup,2025-03-31T00:00:00,0
u100695,first_deposit,2025-05-30T00:00:00,0
u100696,signup,2025-04-30T00:00:00,0
u100696,activate,2025-05-12T00:00:00,0
u100697,signup,2025-04-22T00:00:00,1
u100697,first_deposit,2025-04-24T00:00:00,1
u100698,signup,2025-03-07T00:00:00,1
u100698,activate,2025-03-07T00:00:00,1
u100698,first_deposit,2025-04-02T00:00:00,1
u100699,signup,2025-04-19T00:00:00,0
u100699,activate,2025-04-26T00:00:00,0
u100700,signup,2025-04-23T00:00:00,1
u100701,signup,2025-03-09T00:00:00,1
u100701,activate,2025-03-18T00:00:00,1
u100701,first_deposit,2025-04-12T00:00:00,1
u100702,signup,2025-03-15T00:00:00,0
u100702,activate,2025-03-22T00:00:00,0
u100703,signup,2025-01-12T00:00:00,0
u100703,activate,2025-01-15T00:00:00,0
u100704,signup,2025-01-15T00:00:00,1
u100704,first_deposit,2025-02-12T00:00:00,1
u100705,signup,2025-02-27T00:00:00,1
u100705,activate,2025-03-02T00:00:00,1
u100706,signup,2025-03-27T00:00:00,1
u100706,activate,2025-04-04T00:00:00,1
u100707,signup,2025-04-13T00:00:00,1
u100708,signup,2025-04-06T00:00:00,0
u100708,first_deposit,2025-06-21T00:00:00,0
u100709,signup,2025-03-25T00:00:00,1
u100709,activate,2025-03-25T00:00:00,1
u100710,signup,2025-02-13T00:00:00,0
u100710,activate,2025-02-26T00:00:00,0
u100711,signup,2025-01-01T00:00:00,1
u100711,activate,2025-01-09T00:00:00,1
u100712,signup,2025-03-01T00:00:00,0
u100712,activate,2025-03-03T00:00:00,0
u100713,signup,2025-01-26T00:00:00,0
u100713,activate,2025-02-06T00:00:00,0
u100714,signup,2025-02-20T00:00:00,0
u100714,activate,2025-02-27T00:00:00,0
u100715,signup,2025-03-17T00:00:00,0
u100716,signup,2025-01-10T00:00:00,1
u100716,first_deposit,2025-04-04T00:00:00,1
u100717,signup,2025-02-05T00:00:00,1
u100717,activate,2025-02-18T00:00:00,1
u100718,signup,2025-01-08T00:00:00,0
u100719,signup,2025-01-29T00:00:00,1
u100719,activate,2025-01-30T00:00:00,1
u100720,signup,2025-03-15T00:00:00,1
u100721,signup,2025-04-16T00:00:00,0
u100722,signup,2025-02-04T00:00:00,1
u100722,activate,2025-02-10T00:00:00,1
u100723,signup,2025-03-27T00:00:00,0
u100724,signup,2025-02-01T00:00:00,1
u100724,activate,2025-02-09T00:00:00,1
u100725,signup,2025-02-04T00:00:00,1
u100725,activate,2025-02-10T00:00:00,1
u100726,signup,2025-03-01T00:00:00,0
u100727,signup,2025-04-14T00:00:00,0
u100728,signup,2025-01-01T00:00:00,1
u100728,activate,2025-01-09T00:00:00,1
u100729,signup,2025-03-11T00:00:00,0
u100730,signup,2025-01-14T00:00:00,1
u100730,first_deposit,2025-04-11T00:00:00,1
u100731,signup,2025-03-08T00:00:00,1
u100731,first_deposit,2025-04-14T00:00:00,1
u100732,signup,2025-02-18T00:00:00,0
u100732,activate,2025-02-18T00:00:00,0
u100733,signup,2025-01-21T00:00:00,1
u100733,first_deposit,2025-03-22T00:00:00,1
u100734,signup,2025-02-10T00:00:00,1
u100734,activate,2025-02-12T00:00:00,1
u100735,signup,2025-04-16T00:00:00,0
u100735,activate,2025-04-19T00:00:00,0
u100736,signup,2025-02-15T00:00:00,1
u100737,signup,2025-02-28T00:00:00,0
u100737,activate,2025-03-04T00:00:00,0
u100738,signup,2025-03-04T00:00:00,0
u100738,activate,2025-03-13T00:00:00,0
u100738,first_deposit,2025-03-28T00:00:00,0
u100739,signup,2025-04-24T00:00:00,1
u100739,first_deposit,2025-04-29T00:00:00,1
u100740,signup,2025-01-09T00:00:00,1
u100740,activate,2025-01-11T00:00:00,1
u100741,signup,2025-04-11T00:00:00,1
u100741,first_deposit,2025-07-07T00:00:00,1
u100742,signup,2025-04-11T00:00:00,0
u100742,first_deposit,2025-06-09T00:00:00,0
u100743,signup,2025-02-18T00:00:00,0
u100743,activate,2025-03-02T00:00:00,0
u100744,signup,2025-01-25T00:00:00,1
u100744,activate,2025-01-25T00:00:00,1
u100745,signup,2025-03-03T00:00:00,1
u100746,signup,2025-03-17T00:00:00,0
u100746,activate,2025-03-29T00:00:00,0
u100747,signup,2025-02-18T00:00:00,1
u100747,activate,2025-02-23T00:00:00,1
u100748,signup,2025-03-13T00:00:00,0
u100748,activate,2025-03-17T00:00:00,0
u100749,signup,2025-02-16T00:00:00,0
u100749,activate,2025-02-22T00:00:00,0
u100750,signup,2025-02-01T00:00:00,0
u100751,signup,2025-03-13T00:00:00,0
u100752,signup,2025-04-27T00:00:00,0
u100753,signup,2025-03-28T00:00:00,1
u100753,activate,2025-04-01T00:00:00,1
u100754,signup,2025-01-23T00:00:00,1
u100754,activate,2025-01-28T00:00:00,1
u100755,signup,2025-04-24T00:00:00,1
u100755,activate,2025-04-27T00:00:00,1
u100756,signup,2025-02-28T00:00:00,0
u100756,activate,2025-03-08T00:00:00,0
u100757,signup,2025-03-01T00:00:00,0
u100757,activate,2025-03-05T00:00:00,0
u100758,signup,2025-01-02T00:00:00,1
u100758,activate,2025-01-09T00:00:00,1
u100759,signup,2025-02-23T00:00:00,0
u100760,signup,2025-03-03T00:00:00,0
u100760,activate,2025-03-04T00:00:00,0
u100761,signup,2025-04-25T00:00:00,0
u100761,activate,2025-05-05T00:00:00,0
u100762,signup,2025-01-19T00:00:00,0
u100762,activate,2025-01-29T00:00:00,0
u100762,first_deposit,2025-02-14T00:00:00,0
u100763,signup,2025-03-15T00:00:00,0
u100763,activate,2025-03-28T00:00:00,0
u100763,first_deposit,2025-04-11T00:00:00,0
u100764,signup,2025-04-10T00:00:00,1
u100764,activate,2025-04-11T00:00:00,1
u100765,signup,2025-02-06T00:00:00,0
u100765,activate,2025-02-15T00:00:00,0
u100765,first_deposit,2025-03-30T00:00:00,0
u100766,signup,2025-03-15T00:00:00,0
u100767,signup,2025-01-31T00:00:00,1
u100767,activate,2025-02-09T00:00:00,1
u100768,signup,2025-02-01T00:00:00,1
u100768,first_deposit,2025-04-21T00:00:00,1
u100769,signup,2025-04-07T00:00:00,0
u100769,first_deposit,2025-06-09T00:00:00,0
u100770,signup,2025-04-11T00:00:00,0
u100770,activate,2025-04-23T00:00:00,0
u100770,first_deposit,2025-06-14T00:00:00,0
u100771,signup,2025-03-06T00:00:00,0
u100772,signup,2025-04-07T00:00:00,1
u100772,activate,2025-04-16T00:00:00,1
u100773,signup,2025-03-18T00:00:00,1
u100773,activate,2025-03-18T00:00:00,1
u100774,signup,2025-01-07T00:00:00,0
u100774,activate,2025-01-10T00:00:00,0
u100775,signup,2025-03-29T00:00:00,1
u100775,first_deposit,2025-06-21T00:00:00,1
u100776,signup,2025-03-14T00:00:00,1
u100776,activate,2025-03-21T00:00:00,1
u100776,first_deposit,2025-06-10T00:00:00,1
u100777,signup,2025-01-14T00:00:00,1
u100778,signup,2025-04-30T00:00:00,0
u100779,signup,2025-04-16T00:00:00,1
u100779,activate,2025-04-17T00:00:00,1
u100779,first_deposit,2025-07-02T00:00:00,1
u100780,signup,2025-01-20T00:00:00,0
u100780,activate,2025-01-26T00:00:00,0
u100781,signup,2025-01-13T00:00:00,1
u100781,activate,2025-01-24T00:00:00,1
u100782,signup,2025-04-18T00:00:00,1
u100783,signup,2025-04-13T00:00:00,1
u100783,activate,2025-04-23T00:00:00,1
u100784,signup,2025-04-28T00:00:00,1
u100784,activate,2025-05-09T00:00:00,1
u100785,signup,2025-01-03T00:00:00,1
u100785,first_deposit,2025-04-02T00:00:00,1
u100786,signup,2025-02-23T00:00:00,1
u100787,signup,2025-02-06T00:00:00,0
u100787,activate,2025-02-08T00:00:00,0
u100788,signup,2025-01-23T00:00:00,1
u100788,activate,2025-02-03T00:00:00,1
u100789,signup,2025-01-16T00:00:00,0
u100789,activate,2025-01-25T00:00:00,0
u100790,signup,2025-03-20T00:00:00,0
u100791,signup,2025-03-03T00:00:00,1
u100791,activate,2025-03-07T00:00:00,1
u100791,first_deposit,2025-03-07T00:00:00,1
u100792,signup,2025-03-20T00:00:00,1
u100792,activate,2025-03-27T00:00:00,1
u100793,signup,2025-04-13T00:00:00,1
u100793,activate,2025-04-25T00:00:00,1
u100794,signup,2025-03-23T00:00:00,1
u100794,activate,2025-04-04T00:00:00,1
u100794,first_deposit,2025-05-29T00:00:00,1
u100795,signup,2025-03-03T00:00:00,0
u100795,activate,2025-03-10T00:00:00,0
u100796,signup,2025-03-28T00:00:00,0
u100796,activate,2025-03-28T00:00:00,0
u100797,signup,2025-03-13T00:00:00,1
u100797,activate,2025-03-23T00:00:00,1
u100798,signup,2025-02-09T00:00:00,0
u100798,activate,2025-02-21T00:00:00,0
u100799,signup,2025-01-28T00:00:00,0
u100799,activate,2025-01-31T00:00:00,0
u100800,signup,2025-01-10T00:00:00,1
u100800,activate,2025-01-12T00:00:00,1
u100801,signup,2025-04-30T00:00:00,1
u100801,activate,2025-05-12T00:00:00,1
u100802,signup,2025-01-27T00:00:00,0
u100803,signup,2025-01-25T00:00:00,1
u100803,activate,2025-02-07T00:00:00,1
u100804,signup,2025-03-22T00:00:00,0
u100805,signup,2025-02-11T00:00:00,1
u100805,activate,2025-02-17T00:00:00,1
u100805,first_deposit,2025-03-01T00:00:00,1
u100806,signup,2025-04-24T00:00:00,0
u100807,signup,2025-02-14T00:00:00,1
u100808,signup,2025-02-05T00:00:00,1
u100808,first_deposit,2025-02-08T00:00:00,1
u100809,signup,2025-03-30T00:00:00,1
u100809,activate,2025-03-30T00:00:00,1
u100810,signup,2025-03-10T00:00:00,0
u100811,signup,2025-03-09T00:00:00,0
u100811,activate,2025-03-12T00:00:00,0
u100811,first_deposit,2025-04-07T00:00:00,0
u100812,signup,2025-04-03T00:00:00,1
u100812,activate,2025-04-03T00:00:00,1
u100812,first_deposit,2025-06-29T00:00:00,1
u100813,signup,2025-03-05T00:00:00,1
u100814,signup,2025-03-17T00:00:00,0
u100814,activate,2025-03-20T00:00:00,0
u100814,first_deposit,2025-04-17T00:00:00,0
u100815,signup,2025-03-12T00:00:00,1
u100815,first_deposit,2025-05-18T00:00:00,1
u100816,signup,2025-02-18T00:00:00,0
u100816,activate,2025-02-18T00:00:00,0
u100817,signup,2025-02-28T00:00:00,0
u100818,signup,2025-01-07T00:00:00,1
u100818,first_deposit,2025-02-14T00:00:00,1
u100819,signup,2025-02-20T00:00:00,1
u100819,activate,2025-02-26T00:00:00,1
u100819,first_deposit,2025-03-05T00:00:00,1
u100820,signup,2025-04-19T00:00:00,1
u100820,activate,2025-04-30T00:00:00,1
u100820,first_deposit,2025-07-16T00:00:00,1
u100821,signup,2025-02-23T00:00:00,1
u100822,signup,2025-02-19T00:00:00,1
u100822,first_deposit,2025-05-01T00:00:00,1
u100823,signup,2025-04-23T00:00:00,1
u100823,first_deposit,2025-05-31T00:00:00,1
u100824,signup,2025-02-01T00:00:00,0
u100824,first_deposit,2025-02-02T00:00:00,0
u100825,signup,2025-02-08T00:00:00,0
u100825,first_deposit,2025-03-27T00:00:00,0
u100826,signup,2025-03-27T00:00:00,0
u100827,signup,2025-03-08T00:00:00,0
u100827,activate,2025-03-10T00:00:00,0
u100828,signup,2025-02-17T00:00:00,0
u100828,activate,2025-02-23T00:00:00,0
u100828,first_deposit,2025-03-13T00:00:00,0
u100829,signup,2025-01-20T00:00:00,1
u100830,signup,2025-04-21T00:00:00,1
u100830,activate,2025-05-02T00:00:00,1
u100831,signup,2025-04-06T00:00:00,1
u100831,activate,2025-04-11T00:00:00,1
u100832,signup,2025-03-06T00:00:00,0
u100832,first_deposit,2025-04-06T00:00:00,0
u100833,signup,2025-04-16T00:00:00,0
u100833,activate,2025-04-29T00:00:00,0
u100833,first_deposit,2025-06-23T00:00:00,0
u100834,signup,2025-04-25T00:00:00,1
u100834,first_deposit,2025-05-14T00:00:00,1
u100835,signup,2025-01-13T00:00:00,1
u100835,first_deposit,2025-03-19T00:00:00,1
u100836,signup,2025-01-14T00:00:00,0
u100836,activate,2025-01-27T00:00:00,0
u100837,signup,2025-03-31T00:00:00,1
u100837,activate,2025-04-02T00:00:00,1
u100838,signup,2025-01-11T00:00:00,0
u100838,activate,2025-01-23T00:00:00,0
u100839,signup,2025-03-27T00:00:00,1
u100839,activate,2025-03-29T00:00:00,1
u100839,first_deposit,2025-05-25T00:00:00,1
u100840,signup,2025-04-25T00:00:00,1
u100840,activate,2025-04-30T00:00:00,1
u100841,signup,2025-04-11T00:00:00,1
u100841,activate,2025-04-20T00:00:00,1
u100842,signup,2025-01-18T00:00:00,0
u100842,activate,2025-01-27T00:00:00,0
u100843,signup,2025-03-03T00:00:00,0
u100843,activate,2025-03-16T00:00:00,0
u100844,signup,2025-03-06T00:00:00,1
u100844,activate,2025-03-10T00:00:00,1
u100844,first_deposit,2025-05-17T00:00:00,1
u100845,signup,2025-03-25T00:00:00,1
u100845,activate,2025-03-26T00:00:00,1
u100845,first_deposit,2025-06-21T00:00:00,1
u100846,signup,2025-01-07T00:00:00,1
u100846,activate,2025-01-10T00:00:00,1
u100846,first_deposit,2025-03-16T00:00:00,1
u100847,signup,2025-01-07T00:00:00,0
u100848,signup,2025-01-20T00:00:00,1
u100848,activate,2025-01-25T00:00:00,1
u100849,signup,2025-02-28T00:00:00,0
u100850,signup,2025-02-14T00:00:00,0
u100850,first_deposit,2025-02-23T00:00:00,0
u100851,signup,2025-03-08T00:00:00,0
u100851,first_deposit,2025-04-11T00:00:00,0
u100852,signup,2025-02-17T00:00:00,1
u100852,activate,2025-02-21T00:00:00,1
u100852,first_deposit,2025-03-19T00:00:00,1
u100853,signup,2025-02-19T00:00:00,0
u100853,activate,2025-02-26T00:00:00,0
u100854,signup,2025-03-05T00:00:00,0
u100854,activate,2025-03-12T00:00:00,0
u100855,signup,2025-04-21T00:00:00,0
u100856,signup,2025-04-01T00:00:00,1
u100857,signup,2025-03-07T00:00:00,1
u100858,signup,2025-02-07T00:00:00,1
u100858,activate,2025-02-07T00:00:00,1
u100859,signup,2025-01-16T00:00:00,0
u100859,activate,2025-01-20T00:00:00,0
u100859,first_deposit,2025-03-16T00:00:00,0
u100860,signup,2025-01-10T00:00:00,0
u100861,signup,2025-01-26T00:00:00,1
u100861,activate,2025-02-04T00:00:00,1
u100862,signup,2025-03-17T00:00:00,0
u100862,activate,2025-03-29T00:00:00,0
u100863,signup,2025-01-11T00:00:00,0
u100864,signup,2025-04-11T00:00:00,0
u100865,signup,2025-01-07T00:00:00,0
u100865,activate,2025-01-08T00:00:00,0
u100865,first_deposit,2025-02-15T00:00:00,0
u100866,signup,2025-04-02T00:00:00,1
u100866,activate,2025-04-14T00:00:00,1
u100866,first_deposit,2025-06-02T00:00:00,1
u100867,signup,2025-02-27T00:00:00,1
u100867,activate,2025-03-05T00:00:00,1
u100867,first_deposit,2025-04-02T00:00:00,1
u100868,signup,2025-04-09T00:00:00,1
u100868,activate,2025-04-15T00:00:00,1
u100869,signup,2025-02-01T00:00:00,0
u100869,activate,2025-02-06T00:00:00,0
u100870,signup,2025-04-14T00:00:00,0
u100870,activate,2025-04-23T00:00:00,0
u100871,signup,2025-02-21T00:00:00,0
u100872,signup,2025-03-06T00:00:00,1
u100872,activate,2025-03-17T00:00:00,1
u100873,signup,2025-04-11T00:00:00,1
u100873,activate,2025-04-13T00:00:00,1
u100873,first_deposit,2025-07-08T00:00:00,1
u100874,signup,2025-04-17T00:00:00,0
u100874,activate,2025-04-21T00:00:00,0
u100875,signup,2025-04-08T00:00:00,1
u100875,activate,2025-04-11T00:00:00,1
u100875,first_deposit,2025-05-10T00:00:00,1
u100876,signup,2025-04-18T00:00:00,0
u100876,activate,2025-04-24T00:00:00,0
u100876,first_deposit,2025-07-14T00:00:00,0
u100877,signup,2025-03-26T00:00:00,0
u100877,first_deposit,2025-06-17T00:00:00,0
u100878,signup,2025-01-29T00:00:00,1
u100879,signup,2025-01-11T00:00:00,0
u100880,signup,2025-04-11T00:00:00,1
u100881,signup,2025-01-13T00:00:00,1
u100881,first_deposit,2025-02-24T00:00:00,1
u100882,signup,2025-03-05T00:00:00,0
u100882,activate,2025-03-16T00:00:00,0
u100883,signup,2025-03-16T00:00:00,0
u100884,signup,2025-03-14T00:00:00,1
u100884,activate,2025-03-20T00:00:00,1
u100885,signup,2025-02-17T00:00:00,0
u100886,signup,2025-02-27T00:00:00,1
u100887,signup,2025-03-15T00:00:00,1
u100887,activate,2025-03-19T00:00:00,1
u100888,signup,2025-02-18T00:00:00,0
u100888,activate,2025-02-19T00:00:00,0
u100888,first_deposit,2025-05-18T00:00:00,0
u100889,signup,2025-02-18T00:00:00,0
u100890,signup,2025-03-16T00:00:00,1
u100890,first_deposit,2025-06-11T00:00:00,1
u100891,signup,2025-03-20T00:00:00,0
u100892,signup,2025-03-19T00:00:00,0
u100892,first_deposit,2025-06-04T00:00:00,0
u100893,signup,2025-04-05T00:00:00,0
u100893,activate,2025-04-14T00:00:00,0
u100894,signup,2025-02-23T00:00:00,0
u100895,signup,2025-02-28T00:00:00,1
u100895,first_deposit,2025-04-20T00:00:00,1
u100896,signup,2025-02-17T00:00:00,1
u100897,signup,2025-01-04T00:00:00,0
u100897,activate,2025-01-12T00:00:00,0
u100898,signup,2025-01-15T00:00:00,0
u100898,activate,2025-01-28T00:00:00,0
u100898,first_deposit,2025-01-21T00:00:00,0
u100899,signup,2025-03-03T00:00:00,0
u100899,activate,2025-03-15T00:00:00,0
u100900,signup,2025-01-06T00:00:00,0
u100900,first_deposit,2025-02-06T00:00:00,0
u100901,signup,2025-02-16T00:00:00,1
u100901,activate,2025-03-01T00:00:00,1
u100902,signup,2025-01-01T00:00:00,1
u100902,activate,2025-01-04T00:00:00,1
u100903,signup,2025-01-16T00:00:00,1
u100903,activate,2025-01-21T00:00:00,1
u100903,first_deposit,2025-04-12T00:00:00,1
u100904,signup,2025-02-08T00:00:00,0
u100904,activate,2025-02-09T00:00:00,0
u100905,signup,2025-04-16T00:00:00,1
u100905,activate,2025-04-25T00:00:00,1
u100906,signup,2025-03-19T00:00:00,1
u100906,first_deposit,2025-04-30T00:00:00,1
u100907,signup,2025-03-19T00:00:00,0
u100908,signup,2025-03-17T00:00:00,0
u100909,signup,2025-02-06T00:00:00,0
u100909,first_deposit,2025-03-15T00:00:00,0
u100910,signup,2025-03-22T00:00:00,1
u100911,signup,2025-03-07T00:00:00,0
u100911,activate,2025-03-08T00:00:00,0
u100912,signup,2025-01-06T00:00:00,0
u100912,activate,2025-01-14T00:00:00,0
u100913,signup,2025-01-30T00:00:00,0
u100914,signup,2025-01-18T00:00:00,1
u100915,signup,2025-03-02T00:00:00,0
u100915,activate,2025-03-15T00:00:00,0
u100915,first_deposit,2025-05-21T00:00:00,0
u100916,signup,2025-02-02T00:00:00,0
u100916,activate,2025-02-04T00:00:00,0
u100917,signup,2025-02-08T00:00:00,0
u100918,signup,2025-01-28T00:00:00,1
u100919,signup,2025-01-31T00:00:00,1
u100919,activate,2025-02-12T00:00:00,1
u100919,first_deposit,2025-04-06T00:00:00,1
u100920,signup,2025-03-13T00:00:00,1
u100921,signup,2025-03-18T00:00:00,1
u100921,activate,2025-03-21T00:00:00,1
u100922,signup,2025-03-19T00:00:00,1
u100922,activate,2025-03-25T00:00:00,1
u100923,signup,2025-02-16T00:00:00,0
u100923,activate,2025-02-26T00:00:00,0
u100924,signup,2025-04-21T00:00:00,1
u100925,signup,2025-03-29T00:00:00,0
u100925,activate,2025-04-05T00:00:00,0
u100926,signup,2025-04-24T00:00:00,0
u100926,first_deposit,2025-07-12T00:00:00,0
u100927,signup,2025-03-05T00:00:00,0
u100927,first_deposit,2025-04-08T00:00:00,0
u100928,signup,2025-03-30T00:00:00,0
u100928,first_deposit,2025-04-25T00:00:00,0
u100929,signup,2025-04-07T00:00:00,1
u100929,activate,2025-04-10T00:00:00,1
u100930,signup,2025-04-08T00:00:00,1
u100931,signup,2025-03-25T00:00:00,0
u100931,activate,2025-03-28T00:00:00,0
u100932,signup,2025-01-02T00:00:00,1
u100932,first_deposit,2025-02-11T00:00:00,1
u100933,signup,2025-01-07T00:00:00,0
u100934,signup,2025-03-06T00:00:00,1
u100934,activate,2025-03-12T00:00:00,1
u100935,signup,2025-01-09T00:00:00,0
u100935,activate,2025-01-14T00:00:00,0
u100936,signup,2025-01-03T00:00:00,1
u100937,signup,2025-02-07T00:00:00,0
u100937,activate,2025-02-12T00:00:00,0
u100937,first_deposit,2025-04-15T00:00:00,0
